lrrk2	XM_048969273.1
LOC125721515	XR_007385791.1
LOC125721516	XR_007385792.1
LOC125721517	XR_007385793.1
LOC125721517	XR_007385794.1
LOC125721518	XR_007385795.1
LOC125721519	XR_007385796.1
LOC125721520	XR_007385797.1
LOC125721521	XR_007385798.1
LOC125721522	XR_007385799.1
LOC125721523	XR_007385800.1
LOC125721524	XR_007385801.1
LOC125721525	XR_007385802.1
LOC125721525	XR_007385803.1
LOC125721526	XR_007385804.1
LOC125721527	XR_007385805.1
LOC125721528	XR_007385806.1
LOC125721529	XR_007385807.1
LOC125721530	XR_007385808.1
LOC125721531	XR_007385809.1
LOC125721532	XR_007385810.1
LOC125721533	XR_007385811.1
LOC125721534	XR_007385812.1
LOC125721540	XR_007385813.1
LOC125721543	XR_007385814.1
LOC125721540	XR_007385815.1
LOC125721540	XR_007385816.1
LOC125721561	XR_007385817.1
LOC125721561	XR_007385818.1
LOC125721562	XR_007385819.1
LOC125721563	XR_007385820.1
LOC125721563	XR_007385821.1
LOC125721563	XR_007385822.1
LOC125721564	XR_007385823.1
LOC125721564	XR_007385824.1
LOC125721565	XR_007385825.1
LOC125721566	XR_007385826.1
LOC125721567	XR_007385827.1
LOC125721567	XR_007385828.1
LOC125721568	XR_007385829.1
LOC125721569	XR_007385830.1
LOC125721569	XR_007385831.1
LOC125721569	XR_007385832.1
LOC125721570	XR_007385833.1
LOC125721571	XR_007385834.1
LOC125721572	XR_007385835.1
LOC125721573	XR_007385836.1
LOC125721574	XR_007385837.1
LOC125721575	XR_007385838.1
LOC125721576	XR_007385839.1
LOC125721588	XR_007385840.1
LOC125721589	XR_007385841.1
LOC125721592	XR_007385842.1
LOC125721591	XR_007385843.1
LOC125721594	XR_007385844.1
LOC125721594	XR_007385845.1
LOC125721594	XR_007385846.1
LOC125721609	XR_007385847.1
LOC125721609	XR_007385848.1
LOC125721609	XR_007385849.1
LOC125721609	XR_007385850.1
LOC125721618	XR_007385851.1
LOC125721618	XR_007385852.1
LOC125721619	XR_007385853.1
LOC125721620	XR_007385854.1
LOC125721621	XR_007385855.1
LOC125721622	XR_007385856.1
LOC125721623	XR_007385857.1
LOC125721625	XR_007385858.1
LOC125721626	XR_007385859.1
LOC125721627	XR_007385860.1
LOC125721628	XR_007385861.1
LOC125721628	XR_007385862.1
LOC125721629	XR_007385863.1
LOC125721630	XR_007385864.1
LOC125721631	XR_007385865.1
LOC125721632	XR_007385866.1
LOC125721633	XR_007385867.1
LOC125721634	XR_007385868.1
LOC125721636	XR_007385869.1
LOC125721637	XR_007385870.1
LOC125721638	XR_007385871.1
LOC125721638	XR_007385872.1
LOC125721639	XR_007385873.1
si:ch211-204c21.1	XR_007385874.1
LOC125721640	XR_007385875.1
LOC125721641	XR_007385876.1
LOC125721641	XR_007385877.1
LOC125721642	XR_007385878.1
LOC125721642	XR_007385879.1
LOC125721643	XR_007385880.1
si:ch211-204c21.1	XR_007385881.1
LOC125721644	XR_007385882.1
LOC125721645	XR_007385883.1
LOC125721646	XR_007385884.1
LOC125721647	XR_007385885.1
LOC125721648	XR_007385886.1
si:ch211-204c21.1	XR_007385887.1
LOC125721649	XR_007385888.1
LOC125721650	XR_007385889.1
LOC125721651	XR_007385890.1
LOC125721652	XR_007385891.1
LOC125721653	XR_007385892.1
si:ch211-204c21.1	XR_007385893.1
LOC125721654	XR_007385894.1
LOC125721656	XR_007385895.1
LOC125721657	XR_007385896.1
si:ch211-204c21.1	XR_007385897.1
LOC125721658	XR_007385898.1
LOC125721659	XR_007385899.1
LOC125721660	XR_007385900.1
LOC125721661	XR_007385901.1
si:ch211-204c21.1	XR_007385902.1
LOC125721663	XR_007385903.1
si:ch211-204c21.1	XR_007385904.1
si:ch211-204c21.1	XR_007385905.1
si:ch211-204c21.1	XR_007385906.1
si:ch211-204c21.1	XR_007385907.1
si:ch211-204c21.1	XR_007385908.1
si:ch211-204c21.1	XR_007385909.1
si:ch211-204c21.1	XR_007385910.1
grk6	XR_007385911.1
si:ch211-204c21.1	XR_007385912.1
si:ch211-204c21.1	XR_007385913.1
LOC125721682	XR_007385914.1
si:ch211-204c21.1	XR_007385915.1
si:ch211-204c21.1	XR_007385916.1
si:ch211-204c21.1	XR_007385917.1
si:ch211-204c21.1	XR_007385918.1
si:ch211-204c21.1	XR_007385919.1
si:ch211-204c21.1	XR_007385920.1
LOC125721694	XR_007385921.1
si:ch211-204c21.1	XR_007385922.1
si:ch211-204c21.1	XR_007385923.1
si:ch211-204c21.1	XR_007385924.1
si:ch211-204c21.1	XR_007385925.1
LOC125721701	XR_007385926.1
LOC125721701	XR_007385927.1
si:ch211-204c21.1	XR_007385928.1
LOC125721701	XR_007385929.1
si:ch211-204c21.1	XR_007385930.1
si:ch211-204c21.1	XR_007385931.1
si:ch211-204c21.1	XR_007385932.1
si:ch211-204c21.1	XR_007385933.1
si:ch211-204c21.1	XR_007385934.1
si:ch211-204c21.1	XR_007385935.1
si:ch211-204c21.1	XR_007385936.1
si:ch211-204c21.1	XR_007385937.1
si:ch211-204c21.1	XR_007385938.1
si:ch211-204c21.1	XR_007385939.1
si:ch211-204c21.1	XR_007385940.1
si:ch211-204c21.1	XR_007385941.1
si:ch211-204c21.1	XR_007385942.1
LOC125721723	XR_007385943.1
LOC125721723	XR_007385944.1
LOC125721723	XR_007385945.1
LOC125721723	XR_007385946.1
LOC125721723	XR_007385947.1
LOC125721723	XR_007385948.1
LOC125721736	XR_007385949.1
LOC125721737	XR_007385950.1
LOC125721723	XR_007385951.1
LOC125721737	XR_007385952.1
LOC125721737	XR_007385953.1
LOC125721738	XR_007385954.1
LOC125721739	XR_007385955.1
LOC125721740	XR_007385956.1
LOC125721741	XR_007385957.1
LOC125721723	XR_007385958.1
LOC125721742	XR_007385959.1
LOC125721723	XR_007385960.1
LOC125721723	XR_007385961.1
LOC125721747	XR_007385962.1
LOC125721723	XR_007385963.1
LOC125721723	XR_007385964.1
LOC125721723	XR_007385965.1
LOC125721758	XR_007385966.1
LOC125721762	XR_007385967.1
acaca	XR_007385968.1
acaca	XR_007385969.1
LOC125721786	XR_007385970.1
LOC125721786	XR_007385971.1
smarcb1a	XR_007385972.1
LOC125721809	XR_007385973.1
LOC125721814	XR_007385974.1
LOC125721818	XR_007385975.1
LOC125721819	XR_007385976.1
LOC125721822	XR_007385977.1
LOC125721822	XR_007385978.1
LOC125721823	XR_007385979.1
LOC125721832	XR_007385980.1
LOC125721832	XR_007385981.1
LOC125721833	XR_007385982.1
LOC125721838	XR_007385983.1
LOC125721839	XR_007385984.1
LOC125721847	XR_007385985.1
LOC125721855	XR_007385986.1
LOC125721856	XR_007385987.1
LOC125721861	XR_007385988.1
LOC125721863	XR_007385989.1
LOC125721867	XR_007385990.1
LOC125721872	XR_007385991.1
LOC125721883	XR_007385992.1
LOC125721883	XR_007385993.1
LOC125721885	XR_007385994.1
LOC125721888	XR_007385995.1
LOC125721894	XR_007385996.1
LOC125721899	XR_007385997.1
LOC125721904	XR_007385998.1
LOC125721915	XR_007385999.1
LOC125721916	XR_007386000.1
LOC125721917	XR_007386001.1
LOC125721918	XR_007386002.1
LOC125721919	XR_007386003.1
LOC125721920	XR_007386004.1
LOC125721921	XR_007386005.1
LOC125721922	XR_007386006.1
LOC125721929	XR_007386007.1
LOC125721929	XR_007386008.1
LOC125721934	XR_007386009.1
LOC125721958	XR_007386010.1
LOC125721964	XR_007386011.1
LOC125721965	XR_007386012.1
LOC125721966	XR_007386013.1
LOC125721967	XR_007386014.1
LOC125721967	XR_007386015.1
LOC125721968	XR_007386016.1
LOC125721968	XR_007386017.1
LOC125721969	XR_007386018.1
LOC125721970	XR_007386019.1
LOC125721970	XR_007386020.1
LOC125721970	XR_007386021.1
LOC125721971	XR_007386022.1
LOC125721972	XR_007386023.1
LOC125721973	XR_007386024.1
LOC125721973	XR_007386025.1
LOC125721973	XR_007386026.1
LOC125721974	XR_007386027.1
LOC125721975	XR_007386028.1
LOC125721976	XR_007386029.1
LOC125721978	XR_007386030.1
LOC125721978	XR_007386031.1
LOC125721979	XR_007386032.1
LOC125721980	XR_007386033.1
LOC125721981	XR_007386034.1
LOC125721977	XR_007386035.1
LOC125721934	XR_007386036.1
LOC125721977	XR_007386037.1
LOC125722001	XR_007386038.1
LOC125722002	XR_007386039.1
LOC125722002	XR_007386040.1
LOC125722002	XR_007386041.1
LOC125722002	XR_007386042.1
LOC125722002	XR_007386043.1
LOC125722002	XR_007386044.1
LOC125722002	XR_007386045.1
LOC125722002	XR_007386046.1
LOC125722002	XR_007386047.1
LOC125722006	XR_007386048.1
LOC125722006	XR_007386049.1
LOC125722006	XR_007386050.1
LOC125722006	XR_007386051.1
LOC125722006	XR_007386052.1
LOC125722006	XR_007386053.1
LOC125722008	XR_007386054.1
LOC125722009	XR_007386055.1
LOC125722010	XR_007386056.1
LOC125722011	XR_007386057.1
LOC125722012	XR_007386058.1
LOC125722013	XR_007386059.1
LOC125722014	XR_007386060.1
LOC125722015	XR_007386061.1
LOC125722016	XR_007386062.1
LOC125722017	XR_007386063.1
LOC125722017	XR_007386064.1
LOC125722019	XR_007386065.1
LOC125722020	XR_007386066.1
LOC125722021	XR_007386067.1
LOC125722022	XR_007386068.1
LOC125721999	XR_007386069.1
LOC125722034	XR_007386070.1
LOC125722035	XR_007386071.1
LOC125722036	XR_007386072.1
spef2	XR_007386073.1
LOC125722037	XR_007386074.1
LOC125722038	XR_007386075.1
LOC125722040	XR_007386076.1
spef2	XR_007386077.1
LOC125722046	XR_007386078.1
spef2	XR_007386079.1
LOC125722047	XR_007386080.1
LOC125722048	XR_007386081.1
LOC125722049	XR_007386082.1
LOC125722050	XR_007386083.1
LOC125722051	XR_007386084.1
spef2	XR_007386085.1
LOC125722052	XR_007386086.1
LOC125722053	XR_007386087.1
LOC125722054	XR_007386088.1
LOC125722055	XR_007386089.1
LOC125722056	XR_007386090.1
LOC125722059	XR_007386091.1
LOC125722060	XR_007386092.1
LOC125722061	XR_007386093.1
LOC125722062	XR_007386094.1
LOC125722063	XR_007386095.1
LOC125722064	XR_007386096.1
LOC125722065	XR_007386097.1
LOC125722066	XR_007386098.1
LOC125722067	XR_007386099.1
LOC125722068	XR_007386100.1
LOC125722069	XR_007386101.1
LOC125722070	XR_007386102.1
LOC125722071	XR_007386103.1
LOC125722072	XR_007386104.1
LOC125722073	XR_007386105.1
LOC125722075	XR_007386106.1
LOC125722076	XR_007386107.1
LOC125722077	XR_007386108.1
LOC125722078	XR_007386109.1
LOC125722079	XR_007386110.1
LOC125722080	XR_007386111.1
LOC125722081	XR_007386112.1
LOC125722082	XR_007386113.1
LOC125722083	XR_007386114.1
LOC125722084	XR_007386115.1
LOC125722085	XR_007386116.1
LOC125722086	XR_007386117.1
LOC125722087	XR_007386118.1
LOC125722088	XR_007386119.1
LOC125722089	XR_007386120.1
LOC125722090	XR_007386121.1
LOC125722091	XR_007386122.1
LOC125722092	XR_007386123.1
LOC125722093	XR_007386124.1
LOC125722094	XR_007386125.1
LOC125722095	XR_007386126.1
LOC125722096	XR_007386127.1
LOC125722097	XR_007386128.1
LOC125722098	XR_007386129.1
LOC125722099	XR_007386130.1
LOC125722101	XR_007386131.1
LOC125722102	XR_007386132.1
LOC125722103	XR_007386133.1
LOC125722104	XR_007386134.1
LOC125722105	XR_007386135.1
LOC125722106	XR_007386136.1
LOC125722107	XR_007386137.1
LOC125722108	XR_007386138.1
LOC125722109	XR_007386139.1
LOC125722110	XR_007386140.1
LOC125722111	XR_007386141.1
LOC125722112	XR_007386142.1
LOC125722113	XR_007386143.1
LOC125722114	XR_007386144.1
LOC125722115	XR_007386145.1
LOC125722116	XR_007386146.1
LOC125722117	XR_007386147.1
LOC125722118	XR_007386148.1
LOC125722119	XR_007386149.1
LOC125722120	XR_007386150.1
LOC125722121	XR_007386151.1
LOC125722122	XR_007386152.1
LOC125722123	XR_007386153.1
LOC125722124	XR_007386154.1
LOC125722125	XR_007386155.1
LOC125722127	XR_007386156.1
LOC125722128	XR_007386157.1
LOC125722129	XR_007386158.1
LOC125722130	XR_007386159.1
LOC125722131	XR_007386160.1
LOC125722132	XR_007386161.1
LOC125722133	XR_007386162.1
LOC125722134	XR_007386163.1
LOC125722135	XR_007386164.1
LOC125722136	XR_007386165.1
LOC125722137	XR_007386166.1
LOC125722138	XR_007386167.1
LOC125722139	XR_007386168.1
LOC125722140	XR_007386169.1
LOC125722141	XR_007386170.1
LOC125722142	XR_007386171.1
LOC125722143	XR_007386172.1
LOC125722144	XR_007386173.1
LOC125722145	XR_007386174.1
LOC125722146	XR_007386175.1
LOC125722147	XR_007386176.1
LOC125722148	XR_007386177.1
LOC125722149	XR_007386178.1
LOC125722150	XR_007386179.1
LOC125722151	XR_007386180.1
LOC125722153	XR_007386181.1
LOC125722154	XR_007386182.1
LOC125722155	XR_007386183.1
LOC125722156	XR_007386184.1
LOC125722160	XR_007386185.1
LOC125722172	XR_007386186.1
LOC125722179	XR_007386187.1
LOC125722187	XR_007386188.1
LOC125722187	XR_007386189.1
LOC125722196	XR_007386190.1
LOC125722196	XR_007386191.1
LOC125722196	XR_007386192.1
LOC125722199	XR_007386193.1
LOC125722197	XR_007386194.1
LOC125722202	XR_007386195.1
LOC125722205	XR_007386196.1
LOC125722206	XR_007386197.1
LOC125722206	XR_007386198.1
LOC125722206	XR_007386199.1
LOC125722206	XR_007386200.1
LOC125722207	XR_007386201.1
LOC125722208	XR_007386202.1
LOC125722209	XR_007386203.1
LOC125722210	XR_007386204.1
LOC125722210	XR_007386205.1
LOC125722210	XR_007386206.1
LOC125722210	XR_007386207.1
LOC125722210	XR_007386208.1
LOC125722211	XR_007386209.1
LOC125722212	XR_007386210.1
LOC125722213	XR_007386211.1
LOC125722214	XR_007386212.1
LOC125722215	XR_007386213.1
LOC125722215	XR_007386214.1
LOC125722216	XR_007386215.1
LOC125722216	XR_007386216.1
LOC125722217	XR_007386217.1
LOC125722218	XR_007386218.1
LOC125722219	XR_007386219.1
LOC125722220	XR_007386220.1
LOC125722220	XR_007386221.1
LOC125722221	XR_007386222.1
LOC125722222	XR_007386223.1
LOC125722223	XR_007386224.1
LOC125722224	XR_007386225.1
LOC125722225	XR_007386226.1
LOC125722226	XR_007386227.1
LOC125722227	XR_007386228.1
LOC125722228	XR_007386229.1
LOC125722229	XR_007386230.1
LOC125722230	XR_007386231.1
LOC125722231	XR_007386232.1
LOC125722232	XR_007386233.1
LOC125722233	XR_007386234.1
LOC125722235	XR_007386235.1
LOC125722243	XR_007386236.1
LOC125722256	XR_007386237.1
LOC125722257	XR_007386238.1
LOC125722258	XR_007386239.1
LOC125722259	XR_007386240.1
LOC125722260	XR_007386241.1
LOC125722261	XR_007386242.1
LOC125722262	XR_007386243.1
LOC125722263	XR_007386244.1
LOC125722264	XR_007386245.1
LOC125722264	XR_007386246.1
LOC125722264	XR_007386247.1
LOC125722265	XR_007386248.1
LOC125722266	XR_007386249.1
LOC125722267	XR_007386250.1
LOC125722268	XR_007386251.1
LOC125722270	XR_007386252.1
LOC125722271	XR_007386253.1
LOC125722269	XR_007386254.1
LOC125722281	XR_007386255.1
LOC125722281	XR_007386256.1
LOC125722281	XR_007386257.1
LOC125722283	XR_007386258.1
LOC125722284	XR_007386259.1
LOC125722285	XR_007386260.1
LOC125722286	XR_007386261.1
LOC125722287	XR_007386262.1
LOC125722288	XR_007386263.1
LOC125722289	XR_007386264.1
LOC125722290	XR_007386265.1
LOC125722291	XR_007386266.1
LOC125722292	XR_007386267.1
LOC125722293	XR_007386268.1
LOC125722294	XR_007386269.1
LOC125722295	XR_007386270.1
LOC125722296	XR_007386271.1
LOC125722297	XR_007386272.1
LOC125722298	XR_007386273.1
LOC125722299	XR_007386274.1
LOC125722300	XR_007386275.1
LOC125722301	XR_007386276.1
LOC125722302	XR_007386277.1
LOC125722303	XR_007386278.1
LOC125722304	XR_007386279.1
LOC125722305	XR_007386280.1
LOC125722306	XR_007386281.1
LOC125722307	XR_007386282.1
LOC125722308	XR_007386283.1
LOC125722309	XR_007386284.1
LOC125722310	XR_007386285.1
LOC125722311	XR_007386286.1
LOC125722312	XR_007386287.1
LOC125722313	XR_007386288.1
LOC125722314	XR_007386289.1
LOC125722315	XR_007386290.1
LOC125722316	XR_007386291.1
LOC125722317	XR_007386292.1
LOC125722318	XR_007386293.1
LOC125722319	XR_007386294.1
LOC125722320	XR_007386295.1
LOC125722321	XR_007386296.1
LOC125722322	XR_007386297.1
LOC125722323	XR_007386298.1
LOC125722324	XR_007386299.1
LOC125722325	XR_007386300.1
LOC125722326	XR_007386301.1
LOC125722327	XR_007386302.1
LOC125722329	XR_007386303.1
LOC125722330	XR_007386304.1
LOC125722331	XR_007386305.1
LOC125722332	XR_007386306.1
LOC125722328	XR_007386307.1
LOC125722333	XR_007386308.1
LOC125722334	XR_007386309.1
LOC125722335	XR_007386310.1
LOC125722340	XR_007386311.1
LOC125722340	XR_007386312.1
LOC125722341	XR_007386313.1
LOC125722341	XR_007386314.1
LOC125722347	XR_007386315.1
LOC125722348	XR_007386316.1
LOC125722354	XR_007386317.1
LOC125722354	XR_007386318.1
LOC125722353	XR_007386319.1
LOC125722355	XR_007386320.1
LOC125722355	XR_007386321.1
LOC125722356	XR_007386322.1
LOC125722356	XR_007386323.1
LOC125722356	XR_007386324.1
LOC125722357	XR_007386325.1
LOC125722357	XR_007386326.1
LOC125722357	XR_007386327.1
LOC125722357	XR_007386328.1
LOC125722359	XR_007386329.1
LOC125722359	XR_007386330.1
LOC125722360	XR_007386331.1
LOC125722360	XR_007386332.1
LOC125722361	XR_007386333.1
LOC125722358	XR_007386334.1
LOC125722362	XR_007386335.1
LOC125722362	XR_007386336.1
LOC125722363	XR_007386337.1
LOC125722364	XR_007386338.1
LOC125722368	XR_007386339.1
LOC125722368	XR_007386340.1
pomt1	XR_007386341.1
LOC125722384	XR_007386342.1
LOC125722388	XR_007386343.1
LOC125722388	XR_007386344.1
LOC125722388	XR_007386345.1
LOC125722388	XR_007386346.1
LOC125722388	XR_007386347.1
LOC125722389	XR_007386348.1
LOC125722390	XR_007386349.1
LOC125722390	XR_007386350.1
LOC125722390	XR_007386351.1
LOC125722391	XR_007386352.1
LOC125722392	XR_007386353.1
LOC125722392	XR_007386354.1
LOC125722393	XR_007386355.1
LOC125722394	XR_007386356.1
LOC125722395	XR_007386357.1
LOC125722396	XR_007386358.1
LOC125722397	XR_007386359.1
LOC125722398	XR_007386360.1
LOC125722398	XR_007386361.1
LOC125722399	XR_007386362.1
LOC125722401	XR_007386363.1
LOC125722404	XR_007386364.1
LOC125722405	XR_007386365.1
LOC125722406	XR_007386366.1
LOC125722423	XR_007386367.1
LOC125722426	XR_007386368.1
LOC125722426	XR_007386369.1
LOC125722427	XR_007386370.1
LOC125722427	XR_007386371.1
LOC125722427	XR_007386372.1
LOC125722427	XR_007386373.1
LOC125722428	XR_007386374.1
LOC125722429	XR_007386375.1
LOC125722430	XR_007386376.1
LOC125722431	XR_007386377.1
LOC125722433	XR_007386378.1
LOC125722437	XR_007386379.1
LOC125722437	XR_007386380.1
LOC125722442	XR_007386381.1
LOC125722443	XR_007386382.1
LOC125722443	XR_007386383.1
LOC125722444	XR_007386384.1
LOC125722451	XR_007386385.1
LOC125722452	XR_007386386.1
LOC125722452	XR_007386387.1
LOC125722453	XR_007386388.1
LOC125722453	XR_007386389.1
LOC125722454	XR_007386390.1
LOC125722455	XR_007386391.1
LOC125722455	XR_007386392.1
LOC125722456	XR_007386393.1
LOC125722462	XR_007386394.1
LOC125722463	XR_007386395.1
LOC125722486	XR_007386396.1
LOC125722486	XR_007386397.1
LOC125722486	XR_007386398.1
LOC125722486	XR_007386399.1
LOC125722486	XR_007386400.1
LOC125722486	XR_007386401.1
LOC125722486	XR_007386402.1
LOC125722486	XR_007386403.1
LOC125722486	XR_007386404.1
LOC125722486	XR_007386405.1
LOC125722486	XR_007386406.1
LOC125722486	XR_007386407.1
LOC125722486	XR_007386408.1
LOC125722486	XR_007386409.1
LOC125722486	XR_007386410.1
LOC125722492	XR_007386411.1
LOC125722492	XR_007386412.1
LOC125722492	XR_007386413.1
LOC125722492	XR_007386414.1
LOC125722492	XR_007386415.1
LOC125722492	XR_007386416.1
LOC125722492	XR_007386417.1
LOC125722492	XR_007386418.1
LOC125722492	XR_007386419.1
LOC125722494	XR_007386420.1
LOC125722496	XR_007386421.1
LOC125722496	XR_007386422.1
LOC125722503	XR_007386423.1
LOC125722514	XR_007386424.1
LOC125722514	XR_007386425.1
LOC125722514	XR_007386426.1
LOC125722524	XR_007386427.1
LOC125722524	XR_007386428.1
LOC125722525	XR_007386429.1
LOC125722525	XR_007386430.1
LOC125722526	XR_007386431.1
LOC125722526	XR_007386432.1
LOC125722527	XR_007386433.1
LOC125722527	XR_007386434.1
LOC125722527	XR_007386435.1
LOC125722527	XR_007386436.1
LOC125722527	XR_007386437.1
LOC125722527	XR_007386438.1
LOC125722528	XR_007386439.1
LOC125722529	XR_007386440.1
LOC125722530	XR_007386441.1
LOC125722532	XR_007386442.1
LOC125722533	XR_007386443.1
LOC125722534	XR_007386444.1
LOC125722534	XR_007386445.1
LOC125722535	XR_007386446.1
LOC125722536	XR_007386447.1
LOC125722537	XR_007386448.1
LOC125722538	XR_007386449.1
LOC125722539	XR_007386450.1
LOC125722539	XR_007386451.1
LOC125722540	XR_007386452.1
LOC125722541	XR_007386453.1
LOC125722542	XR_007386454.1
LOC125722542	XR_007386455.1
LOC125722543	XR_007386456.1
LOC125722544	XR_007386457.1
LOC125722545	XR_007386458.1
LOC125722546	XR_007386459.1
LOC125722547	XR_007386460.1
LOC125722549	XR_007386462.1
LOC125722555	XR_007386463.1
LOC125722565	XR_007386464.1
LOC125722566	XR_007386465.1
smarca2	XR_007386466.1
LOC125722582	XR_007386467.1
LOC125722582	XR_007386468.1
LOC125722584	XR_007386469.1
LOC125722584	XR_007386470.1
LOC125722586	XR_007386471.1
LOC125722586	XR_007386472.1
LOC125722588	XR_007386473.1
LOC125722588	XR_007386474.1
LOC125722588	XR_007386475.1
LOC125722588	XR_007386476.1
LOC125722592	XR_007386477.1
LOC125722618	XR_007386478.1
LOC125722619	XR_007386479.1
LOC125722620	XR_007386480.1
LOC125722621	XR_007386481.1
LOC125722622	XR_007386482.1
LOC125722622	XR_007386483.1
LOC125722622	XR_007386484.1
LOC125722622	XR_007386485.1
LOC125722623	XR_007386486.1
LOC125722623	XR_007386487.1
LOC125722623	XR_007386488.1
LOC125722623	XR_007386489.1
LOC125722624	XR_007386490.1
LOC125722626	XR_007386491.1
LOC125722627	XR_007386492.1
LOC125722628	XR_007386493.1
LOC125722628	XR_007386494.1
LOC125722628	XR_007386495.1
LOC125722629	XR_007386496.1
LOC125722630	XR_007386497.1
LOC125722631	XR_007386498.1
LOC125722644	XR_007386499.1
LOC125722644	XR_007386500.1
LOC125722669	XR_007386501.1
LOC125722669	XR_007386502.1
LOC125722671	XR_007386503.1
LOC125722672	XR_007386504.1
LOC125722672	XR_007386505.1
LOC125722673	XR_007386506.1
LOC125722674	XR_007386507.1
LOC125722670	XR_007386508.1
LOC125722675	XR_007386509.1
LOC125722676	XR_007386510.1
LOC125722689	XR_007386511.1
LOC125722691	XR_007386512.1
LOC125722692	XR_007386513.1
LOC125722692	XR_007386514.1
LOC125722690	XR_007386515.1
LOC125722690	XR_007386516.1
LOC125722701	XR_007386517.1
LOC125722701	XR_007386518.1
LOC125722719	XR_007386519.1
LOC125722719	XR_007386520.1
LOC125722720	XR_007386521.1
LOC125722720	XR_007386522.1
LOC125722720	XR_007386523.1
LOC125722722	XR_007386524.1
LOC125722722	XR_007386525.1
LOC125722722	XR_007386526.1
LOC125722723	XR_007386527.1
LOC125722723	XR_007386528.1
LOC125722723	XR_007386529.1
LOC125722723	XR_007386530.1
LOC125722724	XR_007386531.1
LOC125722724	XR_007386532.1
LOC125722724	XR_007386533.1
LOC125722724	XR_007386534.1
LOC125722724	XR_007386535.1
LOC125722724	XR_007386536.1
LOC125722725	XR_007386537.1
LOC125722726	XR_007386538.1
LOC125722726	XR_007386539.1
LOC125722726	XR_007386540.1
LOC125722727	XR_007386541.1
LOC125722727	XR_007386542.1
LOC125722728	XR_007386543.1
LOC125722728	XR_007386544.1
LOC125722729	XR_007386545.1
LOC125722729	XR_007386546.1
LOC125722730	XR_007386547.1
LOC125722730	XR_007386548.1
LOC125722731	XR_007386549.1
LOC125722731	XR_007386550.1
LOC125722731	XR_007386551.1
LOC125722732	XR_007386552.1
LOC125722732	XR_007386553.1
LOC125722733	XR_007386554.1
LOC125722733	XR_007386555.1
LOC125722734	XR_007386556.1
LOC125722735	XR_007386557.1
LOC125722736	XR_007386558.1
LOC125722737	XR_007386559.1
LOC125722738	XR_007386560.1
LOC125722739	XR_007386561.1
LOC125722740	XR_007386562.1
LOC125722741	XR_007386563.1
LOC125722742	XR_007386564.1
LOC125722743	XR_007386565.1
LOC125722744	XR_007386566.1
LOC125722745	XR_007386567.1
LOC125722746	XR_007386568.1
LOC125722747	XR_007386569.1
LOC125722748	XR_007386570.1
LOC125722749	XR_007386571.1
LOC125722750	XR_007386572.1
LOC125722751	XR_007386573.1
LOC125722752	XR_007386574.1
LOC125722776	XR_007386575.1
LOC125722776	XR_007386576.1
LOC125722778	XR_007386577.1
LOC125722779	XR_007386578.1
LOC125722779	XR_007386579.1
LOC125722781	XR_007386580.1
LOC125722782	XR_007386581.1
LOC125722789	XR_007386582.1
LOC125722790	XR_007386583.1
LOC125722791	XR_007386584.1
LOC125722791	XR_007386585.1
LOC125722791	XR_007386586.1
LOC125722791	XR_007386587.1
LOC125722791	XR_007386588.1
LOC125722791	XR_007386589.1
LOC125722792	XR_007386590.1
LOC125722792	XR_007386591.1
LOC125722793	XR_007386592.1
LOC125722793	XR_007386593.1
LOC125722794	XR_007386594.1
LOC125722795	XR_007386595.1
LOC125722796	XR_007386596.1
LOC125722796	XR_007386597.1
LOC125722796	XR_007386598.1
LOC125722796	XR_007386599.1
LOC125722797	XR_007386600.1
LOC125722797	XR_007386601.1
LOC125722797	XR_007386602.1
LOC125722798	XR_007386603.1
LOC125722799	XR_007386604.1
LOC125722799	XR_007386605.1
LOC125722799	XR_007386606.1
LOC125722799	XR_007386607.1
LOC125722800	XR_007386608.1
LOC125722800	XR_007386609.1
LOC125722800	XR_007386610.1
LOC125722801	XR_007386611.1
LOC125722802	XR_007386612.1
LOC125722803	XR_007386613.1
LOC125722805	XR_007386614.1
LOC125722805	XR_007386615.1
LOC125722806	XR_007386616.1
LOC125722807	XR_007386617.1
LOC125722808	XR_007386618.1
LOC125722809	XR_007386619.1
LOC125722810	XR_007386620.1
LOC125722811	XR_007386621.1
LOC125722812	XR_007386622.1
LOC125722813	XR_007386623.1
LOC125722814	XR_007386624.1
LOC125722815	XR_007386625.1
ankdd1b	XR_007386626.1
ankdd1b	XR_007386627.1
LOC125722836	XR_007386629.1
LOC125722836	XR_007386630.1
LOC125722839	XR_007386631.1
LOC125722839	XR_007386632.1
LOC125722839	XR_007386633.1
LOC125722839	XR_007386634.1
LOC125722839	XR_007386635.1
LOC125722839	XR_007386636.1
LOC125722839	XR_007386637.1
LOC125722839	XR_007386638.1
LOC125722839	XR_007386639.1
LOC125722839	XR_007386640.1
LOC125722839	XR_007386641.1
LOC125722839	XR_007386642.1
LOC125722839	XR_007386643.1
LOC125722839	XR_007386644.1
LOC125722839	XR_007386645.1
LOC125722839	XR_007386646.1
LOC125722839	XR_007386647.1
LOC125722839	XR_007386648.1
LOC125722839	XR_007386649.1
LOC125722839	XR_007386650.1
LOC125722839	XR_007386651.1
LOC125722839	XR_007386652.1
LOC125722839	XR_007386653.1
LOC125722839	XR_007386654.1
LOC125722839	XR_007386655.1
